Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,source_name,SRA Study,disease,Group,condition
SRR13934220,miRNA-Seq,75,423239925,PRJNA713778,SAMN18261986,167807055,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313712,GSM5159535,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:28:00Z,1,GSM5159535,Blood plasma,SRP310247,ALS,enrolment,
SRR13934221,miRNA-Seq,51,418110349,PRJNA713778,SAMN18261985,178791661,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313713,GSM5159536,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:29:00Z,1,GSM5159536,Blood plasma,SRP310247,ALS,enrolment,
SRR13934222,miRNA-Seq,75,704391300,PRJNA713778,SAMN18261984,262881351,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313714,GSM5159537,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:29:00Z,1,GSM5159537,Blood plasma,SRP310247,ALS,enrolment,
SRR13934223,miRNA-Seq,75,297297825,PRJNA713778,SAMN18261983,117790363,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313715,GSM5159538,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:27:00Z,1,GSM5159538,Blood plasma,SRP310247,ALS,enrolment,
SRR13934224,miRNA-Seq,75,1731101475,PRJNA713778,SAMN18261982,525769482,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313716,GSM5159539,Illumina NovaSeq 6000,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:33:00Z,1,GSM5159539,Blood plasma,SRP310247,ALS,enrolment,
SRR13934225,miRNA-Seq,75,723441600,PRJNA713778,SAMN18261981,258993576,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313717,GSM5159540,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:29:00Z,1,GSM5159540,Blood plasma,SRP310247,ALS,enrolment,
SRR13934226,miRNA-Seq,75,1313208075,PRJNA713778,SAMN18261980,403122143,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313718,GSM5159541,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:31:00Z,1,GSM5159541,Blood plasma,SRP310247,ALS,enrolment,
SRR13934227,miRNA-Seq,49,321348978,PRJNA713778,SAMN18261979,137886736,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313719,GSM5159542,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:28:00Z,1,GSM5159542,Blood plasma,SRP310247,ALS,enrolment,
SRR13934228,miRNA-Seq,75,523851450,PRJNA713778,SAMN18261978,203027126,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313720,GSM5159543,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:29:00Z,1,GSM5159543,Blood plasma,SRP310247,ALS,enrolment,
SRR13934229,miRNA-Seq,75,1150455975,PRJNA713778,SAMN18261977,448994965,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313721,GSM5159544,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:33:00Z,1,GSM5159544,Blood plasma,SRP310247,ALS,enrolment,
SRR13934230,miRNA-Seq,75,1229475975,PRJNA713778,SAMN18261971,491995536,GEO,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313722,GSM5159545,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:31:00Z,1,GSM5159545,Blood plasma,SRP310247,ALS,enrolment,
SRR13934231,miRNA-Seq,51,132982400,PRJNA713778,SAMN18262060,55075798,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313723,GSM5159546,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:27:00Z,1,GSM5159546,Blood plasma,SRP310247,ALS,enrolment,
SRR13934232,miRNA-Seq,75,1425775125,PRJNA713778,SAMN18262059,563696203,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313724,GSM5159547,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:33:00Z,1,GSM5159547,Blood plasma,SRP310247,ALS,enrolment,
SRR13934233,miRNA-Seq,75,779380275,PRJNA713778,SAMN18261976,309019297,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313725,GSM5159548,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:29:00Z,1,GSM5159548,Blood plasma,SRP310247,ALS,enrolment,
SRR13934234,miRNA-Seq,75,615294450,PRJNA713778,SAMN18261975,229694081,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313726,GSM5159549,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:29:00Z,1,GSM5159549,Blood plasma,SRP310247,ALS,enrolment,
SRR13934235,miRNA-Seq,50,187344938,PRJNA713778,SAMN18261974,81261198,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313727,GSM5159550,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:27:00Z,1,GSM5159550,Blood plasma,SRP310247,ALS,enrolment,
SRR13934236,miRNA-Seq,75,130152900,PRJNA713778,SAMN18261973,43916449,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313728,GSM5159551,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:27:00Z,1,GSM5159551,Blood plasma,SRP310247,ALS,enrolment,
SRR13934237,miRNA-Seq,75,601436700,PRJNA713778,SAMN18261972,236934019,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313729,GSM5159552,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:29:00Z,1,GSM5159552,Blood plasma,SRP310247,ALS,enrolment,
SRR13934238,miRNA-Seq,75,517204950,PRJNA713778,SAMN18262058,192209868,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313730,GSM5159553,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:28:00Z,1,GSM5159553,Blood plasma,SRP310247,ALS,enrolment,
SRR13934239,miRNA-Seq,75,1703433900,PRJNA713778,SAMN18262057,504992455,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313731,GSM5159554,Illumina NovaSeq 6000,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:32:00Z,1,GSM5159554,Blood plasma,SRP310247,ALS,enrolment,
SRR13934240,miRNA-Seq,75,1229539725,PRJNA713778,SAMN18262056,373884305,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313732,GSM5159555,Illumina NovaSeq 6000,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:30:00Z,1,GSM5159555,Blood plasma,SRP310247,ALS,enrolment,
SRR13934241,miRNA-Seq,75,1102831125,PRJNA713778,SAMN18262055,336652061,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313733,GSM5159556,Illumina NovaSeq 6000,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:31:00Z,1,GSM5159556,Blood plasma,SRP310247,ALS,enrolment,
SRR13934242,miRNA-Seq,75,1536902025,PRJNA713778,SAMN18262054,468733729,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313734,GSM5159557,Illumina NovaSeq 6000,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:32:00Z,1,GSM5159557,Blood plasma,SRP310247,ALS,enrolment,
SRR13934243,miRNA-Seq,75,2344376100,PRJNA713778,SAMN18262053,710090887,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313735,GSM5159558,Illumina NovaSeq 6000,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:35:00Z,1,GSM5159558,Blood plasma,SRP310247,ALS,enrolment,
SRR13934244,miRNA-Seq,75,1747808025,PRJNA713778,SAMN18262052,532115934,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313736,GSM5159559,Illumina NovaSeq 6000,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:33:00Z,1,GSM5159559,Blood plasma,SRP310247,ALS,enrolment,
SRR13934245,miRNA-Seq,75,1539662250,PRJNA713778,SAMN18262051,466363216,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313737,GSM5159560,Illumina NovaSeq 6000,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:32:00Z,1,GSM5159560,Blood plasma,SRP310247,ALS,enrolment,
SRR13934246,miRNA-Seq,75,568018575,PRJNA713778,SAMN18262050,233058957,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313738,GSM5159561,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:29:00Z,1,GSM5159561,Blood plasma,SRP310247,ALS,enrolment,
SRR13934247,miRNA-Seq,75,796645200,PRJNA713778,SAMN18262049,310307853,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313739,GSM5159562,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:29:00Z,1,GSM5159562,Blood plasma,SRP310247,ALS,enrolment,
SRR13934248,miRNA-Seq,75,260303700,PRJNA713778,SAMN18262048,93417069,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313740,GSM5159563,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:28:00Z,1,GSM5159563,Blood plasma,SRP310247,ALS,enrolment,
SRR13934249,miRNA-Seq,75,696566475,PRJNA713778,SAMN18262047,279492702,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313741,GSM5159564,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:29:00Z,1,GSM5159564,Blood plasma,SRP310247,ALS,enrolment,
SRR13934250,miRNA-Seq,75,603999450,PRJNA713778,SAMN18262046,219339171,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313742,GSM5159565,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:29:00Z,1,GSM5159565,Blood plasma,SRP310247,ALS,enrolment,
SRR13934251,miRNA-Seq,75,1199519475,PRJNA713778,SAMN18262045,447492465,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313743,GSM5159566,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:31:00Z,1,GSM5159566,Blood plasma,SRP310247,ALS,enrolment,
SRR13934252,miRNA-Seq,75,1077981225,PRJNA713778,SAMN18262044,419931645,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313744,GSM5159567,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:30:00Z,1,GSM5159567,Blood plasma,SRP310247,ALS,enrolment,
SRR13934253,miRNA-Seq,75,478106625,PRJNA713778,SAMN18262043,193997767,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313745,GSM5159568,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:28:00Z,1,GSM5159568,Blood plasma,SRP310247,ALS,enrolment,
SRR13934254,miRNA-Seq,43,335586064,PRJNA713778,SAMN18262042,149111615,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313746,GSM5159569,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:29:00Z,1,GSM5159569,Blood plasma,SRP310247,ALS,enrolment,
SRR13934255,miRNA-Seq,75,235547475,PRJNA713778,SAMN18262041,85537631,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313747,GSM5159570,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:27:00Z,1,GSM5159570,Blood plasma,SRP310247,ALS,enrolment,
SRR13934256,miRNA-Seq,75,292021500,PRJNA713778,SAMN18262040,98315610,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313748,GSM5159571,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:28:00Z,1,GSM5159571,Blood plasma,SRP310247,ALS,enrolment,
SRR13934257,miRNA-Seq,75,895196775,PRJNA713778,SAMN18262039,352147694,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313749,GSM5159572,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:30:00Z,1,GSM5159572,Blood plasma,SRP310247,ALS,enrolment,
SRR13934258,miRNA-Seq,75,1601904975,PRJNA713778,SAMN18262038,595129874,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313750,GSM5159573,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:32:00Z,1,GSM5159573,Blood plasma,SRP310247,ALS,enrolment,
SRR13934259,miRNA-Seq,75,407624625,PRJNA713778,SAMN18262037,160968002,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313751,GSM5159574,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:28:00Z,1,GSM5159574,Blood plasma,SRP310247,ALS,enrolment,
SRR13934260,miRNA-Seq,43,168086113,PRJNA713778,SAMN18262036,74856434,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313752,GSM5159575,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:27:00Z,1,GSM5159575,Blood plasma,SRP310247,ALS,enrolment,
SRR13934261,miRNA-Seq,75,815283675,PRJNA713778,SAMN18262035,318320027,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313753,GSM5159576,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:30:00Z,1,GSM5159576,Blood plasma,SRP310247,ALS,enrolment,
SRR13934262,miRNA-Seq,75,654313650,PRJNA713778,SAMN18262034,258629519,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313754,GSM5159577,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:29:00Z,1,GSM5159577,Blood plasma,SRP310247,ALS,enrolment,
SRR13934263,miRNA-Seq,75,850689150,PRJNA713778,SAMN18262033,343706963,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313755,GSM5159578,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:30:00Z,1,GSM5159578,Blood plasma,SRP310247,ALS,enrolment,
SRR13934264,miRNA-Seq,75,1085990700,PRJNA713778,SAMN18262032,430998224,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313756,GSM5159579,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:31:00Z,1,GSM5159579,Blood plasma,SRP310247,ALS,enrolment,
SRR13934265,miRNA-Seq,75,699270975,PRJNA713778,SAMN18262031,274355408,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313757,GSM5159580,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:29:00Z,1,GSM5159580,Blood plasma,SRP310247,ALS,enrolment,
SRR13934266,miRNA-Seq,75,524067600,PRJNA713778,SAMN18261953,202987866,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313758,GSM5159581,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:28:00Z,1,GSM5159581,Blood plasma,SRP310247,ALS,enrolment,
SRR13934267,miRNA-Seq,75,525856275,PRJNA713778,SAMN18261952,208403753,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313759,GSM5159582,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:29:00Z,1,GSM5159582,Blood plasma,SRP310247,ALS,enrolment,
SRR13934268,miRNA-Seq,75,195477975,PRJNA713778,SAMN18261951,65223149,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313760,GSM5159583,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:27:00Z,1,GSM5159583,Blood plasma,SRP310247,ALS,enrolment,
SRR13934269,miRNA-Seq,75,294341025,PRJNA713778,SAMN18261950,98232019,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313761,GSM5159584,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:28:00Z,1,GSM5159584,Blood plasma,SRP310247,ALS,enrolment,
SRR13934270,miRNA-Seq,75,865329225,PRJNA713778,SAMN18261949,343281159,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313762,GSM5159585,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:30:00Z,1,GSM5159585,Blood plasma,SRP310247,ALS,enrolment,
SRR13934271,miRNA-Seq,75,640896150,PRJNA713778,SAMN18261948,247706087,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313763,GSM5159586,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:29:00Z,1,GSM5159586,Blood plasma,SRP310247,ALS,enrolment,
SRR13934272,miRNA-Seq,75,877293300,PRJNA713778,SAMN18261947,341675512,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313764,GSM5159587,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:30:00Z,1,GSM5159587,Blood plasma,SRP310247,ALS,enrolment,
SRR13934273,miRNA-Seq,75,452980575,PRJNA713778,SAMN18261946,152565381,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313765,GSM5159588,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:28:00Z,1,GSM5159588,Blood plasma,SRP310247,ALS,enrolment,
SRR13934274,miRNA-Seq,75,954075975,PRJNA713778,SAMN18261945,385299931,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313766,GSM5159589,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:30:00Z,1,GSM5159589,Blood plasma,SRP310247,ALS,enrolment,
SRR13934275,miRNA-Seq,50,388500625,PRJNA713778,SAMN18261944,166636500,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313767,GSM5159590,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:29:00Z,1,GSM5159590,Blood plasma,SRP310247,ALS,enrolment,
SRR13934276,miRNA-Seq,54,506263740,PRJNA713778,SAMN18261943,206127126,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313768,GSM5159591,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:29:00Z,1,GSM5159591,Blood plasma,SRP310247,ALS,enrolment,
SRR13934277,miRNA-Seq,75,1227464775,PRJNA713778,SAMN18261942,488624130,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313769,GSM5159592,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:31:00Z,1,GSM5159592,Blood plasma,SRP310247,ALS,enrolment,
SRR13934278,miRNA-Seq,75,1486210050,PRJNA713778,SAMN18261941,453882050,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313770,GSM5159593,Illumina NovaSeq 6000,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:32:00Z,1,GSM5159593,Blood plasma,SRP310247,ALS,enrolment,
SRR13934279,miRNA-Seq,75,830745675,PRJNA713778,SAMN18261940,254717656,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313771,GSM5159594,Illumina NovaSeq 6000,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:30:00Z,1,GSM5159594,Blood plasma,SRP310247,ALS,enrolment,
SRR13934280,miRNA-Seq,75,882696150,PRJNA713778,SAMN18261939,272882764,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313772,GSM5159595,Illumina NovaSeq 6000,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:30:00Z,1,GSM5159595,Blood plasma,SRP310247,ALS,enrolment,
