Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,source_name,SRA Study,disease,Group,condition
SRR14631813,miRNA-Seq,75,748515225,PRJNA713778,SAMN19317418,279648700,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10971665,GSM5333372,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-06-07T00:00:00Z,2021-05-24T13:23:00Z,1,GSM5333372,Blood plasma,SRP310247,,,Healthy control
SRR14631815,miRNA-Seq,75,1066514925,PRJNA713778,SAMN19317416,419707227,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10971667,GSM5333374,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-06-07T00:00:00Z,2021-05-24T13:24:00Z,1,GSM5333374,Blood plasma,SRP310247,,,Healthy control
SRR14631816,miRNA-Seq,75,812733525,PRJNA713778,SAMN19317413,301263397,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10971668,GSM5333375,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-06-07T00:00:00Z,2021-05-24T13:24:00Z,1,GSM5333375,Blood plasma,SRP310247,,,Healthy control
SRR14631817,miRNA-Seq,75,704194125,PRJNA713778,SAMN19317433,263097694,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10971669,GSM5333376,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-06-07T00:00:00Z,2021-05-24T13:24:00Z,1,GSM5333376,Blood plasma,SRP310247,,,Healthy control
SRR14631819,miRNA-Seq,75,580393650,PRJNA713778,SAMN19317431,218380429,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10971671,GSM5333378,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-06-07T00:00:00Z,2021-05-24T13:23:00Z,1,GSM5333378,Blood plasma,SRP310247,,,Healthy control
SRR14631820,miRNA-Seq,75,284083350,PRJNA713778,SAMN19317430,103513325,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10971619,GSM5333379,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-06-07T00:00:00Z,2021-05-24T13:23:00Z,1,GSM5333379,Blood plasma,SRP310247,,,Healthy control
SRR14631821,miRNA-Seq,75,825819975,PRJNA713778,SAMN19317429,307361141,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10971620,GSM5333380,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-06-07T00:00:00Z,2021-05-24T13:25:00Z,1,GSM5333380,Blood plasma,SRP310247,,,Healthy control
SRR14631822,miRNA-Seq,75,939636900,PRJNA713778,SAMN19317394,352152577,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10971621,GSM5333381,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-06-07T00:00:00Z,2021-05-24T13:26:00Z,1,GSM5333381,Blood plasma,SRP310247,,,Healthy control
SRR14631823,miRNA-Seq,75,594321300,PRJNA713778,SAMN19317393,223804228,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10971622,GSM5333382,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-06-07T00:00:00Z,2021-05-24T13:24:00Z,1,GSM5333382,Blood plasma,SRP310247,,,Healthy control
SRR14631824,miRNA-Seq,75,725107200,PRJNA713778,SAMN19317392,271086002,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10971623,GSM5333383,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-06-07T00:00:00Z,2021-05-24T13:25:00Z,1,GSM5333383,Blood plasma,SRP310247,,,Healthy control
SRR14631727,miRNA-Seq,75,755629950,PRJNA713778,SAMN19317450,273271550,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10971574,GSM5333286,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-06-07T00:00:00Z,2021-05-24T13:12:00Z,1,GSM5333286,Blood plasma,SRP310247,,,Healthy control
SRR14631735,miRNA-Seq,75,728564325,PRJNA713778,SAMN19317384,290854042,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10971582,GSM5333294,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-06-07T00:00:00Z,2021-05-24T13:14:00Z,1,GSM5333294,Blood plasma,SRP310247,,,Healthy control
SRR14631736,miRNA-Seq,75,553730850,PRJNA713778,SAMN19317383,200244984,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10971583,GSM5333295,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-06-07T00:00:00Z,2021-05-24T13:14:00Z,1,GSM5333295,Blood plasma,SRP310247,,,Healthy control
SRR14631737,miRNA-Seq,75,1184364225,PRJNA713778,SAMN19317382,468118492,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10971584,GSM5333296,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-06-07T00:00:00Z,2021-05-24T13:16:00Z,1,GSM5333296,Blood plasma,SRP310247,,,Healthy control
SRR14631739,miRNA-Seq,75,963974775,PRJNA713778,SAMN19317380,379343841,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10971586,GSM5333298,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-06-07T00:00:00Z,2021-05-24T13:15:00Z,1,GSM5333298,Blood plasma,SRP310247,,,Healthy control
SRR14631744,miRNA-Seq,75,872713875,PRJNA713778,SAMN19317375,339677161,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10971628,GSM5333303,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-06-07T00:00:00Z,2021-05-24T13:16:00Z,1,GSM5333303,Blood plasma,SRP310247,,,Healthy control
SRR14631745,miRNA-Seq,75,824086050,PRJNA713778,SAMN19317374,320106633,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10971629,GSM5333304,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-06-07T00:00:00Z,2021-05-24T13:16:00Z,1,GSM5333304,Blood plasma,SRP310247,,,Healthy control
SRR14631751,miRNA-Seq,75,684996450,PRJNA713778,SAMN19317372,278235287,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10971635,GSM5333310,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-06-07T00:00:00Z,2021-05-24T13:17:00Z,1,GSM5333310,Blood plasma,SRP310247,,,Healthy control
SRR14631752,miRNA-Seq,75,631617075,PRJNA713778,SAMN19317371,226812039,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10971636,GSM5333311,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-06-07T00:00:00Z,2021-05-24T13:17:00Z,1,GSM5333311,Blood plasma,SRP310247,,,Healthy control
SRR14631755,miRNA-Seq,75,970252350,PRJNA713778,SAMN19317401,383954967,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10971639,GSM5333314,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-06-07T00:00:00Z,2021-05-24T13:19:00Z,1,GSM5333314,Blood plasma,SRP310247,,,Healthy control
SRR14631756,miRNA-Seq,75,814149450,PRJNA713778,SAMN19317400,324820867,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10971587,GSM5333315,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-06-07T00:00:00Z,2021-05-24T13:18:00Z,1,GSM5333315,Blood plasma,SRP310247,,,Healthy control
SRR14631759,miRNA-Seq,75,792873750,PRJNA713778,SAMN19317397,313735731,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10971590,GSM5333318,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-06-07T00:00:00Z,2021-05-24T13:19:00Z,1,GSM5333318,Blood plasma,SRP310247,,,Healthy control
SRR14631762,miRNA-Seq,75,693441525,PRJNA713778,SAMN19317470,277241519,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10971593,GSM5333321,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-06-07T00:00:00Z,2021-05-24T13:18:00Z,1,GSM5333321,Blood plasma,SRP310247,,,Healthy control
SRR14631763,miRNA-Seq,75,588927300,PRJNA713778,SAMN19317469,237476685,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10971594,GSM5333322,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-06-07T00:00:00Z,2021-05-24T13:19:00Z,1,GSM5333322,Blood plasma,SRP310247,,,Healthy control
SRR14631767,miRNA-Seq,75,585881400,PRJNA713778,SAMN19317465,217940050,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10971598,GSM5333326,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-06-07T00:00:00Z,2021-05-24T13:19:00Z,1,GSM5333326,Blood plasma,SRP310247,,,Healthy control
SRR14631768,miRNA-Seq,75,1944569700,PRJNA713778,SAMN19317464,726575078,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10971599,GSM5333327,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-06-07T00:00:00Z,2021-05-24T13:24:00Z,1,GSM5333327,Blood plasma,SRP310247,,,Healthy control
SRR14631773,miRNA-Seq,75,713890950,PRJNA713778,SAMN19317459,281152437,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10971641,GSM5333332,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-06-07T00:00:00Z,2021-05-24T13:20:00Z,1,GSM5333332,Blood plasma,SRP310247,,,Healthy control
SRR14631776,miRNA-Seq,75,384861450,PRJNA713778,SAMN19317488,156146480,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10971644,GSM5333335,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-06-07T00:00:00Z,2021-05-24T13:19:00Z,1,GSM5333335,Blood plasma,SRP310247,,,Healthy control
SRR14631779,miRNA-Seq,75,619300950,PRJNA713778,SAMN19317485,220480931,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10971647,GSM5333338,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-06-07T00:00:00Z,2021-05-24T13:20:00Z,1,GSM5333338,Blood plasma,SRP310247,,,Healthy control
SRR14631780,miRNA-Seq,75,436372575,PRJNA713778,SAMN19317484,156023125,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10971648,GSM5333339,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-06-07T00:00:00Z,2021-05-24T13:20:00Z,1,GSM5333339,Blood plasma,SRP310247,,,Healthy control
SRR14631781,miRNA-Seq,75,1071685875,PRJNA713778,SAMN19317483,382348685,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10971649,GSM5333340,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-06-07T00:00:00Z,2021-05-24T13:23:00Z,1,GSM5333340,Blood plasma,SRP310247,,,Healthy control
SRR14631782,miRNA-Seq,75,556542900,PRJNA713778,SAMN19317482,200397136,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10971650,GSM5333341,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-06-07T00:00:00Z,2021-05-24T13:20:00Z,1,GSM5333341,Blood plasma,SRP310247,,,Healthy control
SRR14631786,miRNA-Seq,75,699234450,PRJNA713778,SAMN19317478,287265338,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10971654,GSM5333345,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-06-07T00:00:00Z,2021-05-24T13:22:00Z,1,GSM5333345,Blood plasma,SRP310247,,,Healthy control
SRR14631795,miRNA-Seq,75,694856400,PRJNA713778,SAMN19317388,246261631,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10971610,GSM5333354,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-06-07T00:00:00Z,2021-05-24T13:23:00Z,1,GSM5333354,Blood plasma,SRP310247,,,Healthy control
SRR14631796,miRNA-Seq,75,283980750,PRJNA713778,SAMN19317412,94730758,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10971611,GSM5333355,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-06-07T00:00:00Z,2021-05-24T13:21:00Z,1,GSM5333355,Blood plasma,SRP310247,,,Healthy control
SRR14631797,miRNA-Seq,75,192367800,PRJNA713778,SAMN19317411,65250248,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10971612,GSM5333356,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-06-07T00:00:00Z,2021-05-24T13:21:00Z,1,GSM5333356,Blood plasma,SRP310247,,,Healthy control
SRR14631800,miRNA-Seq,75,108303525,PRJNA713778,SAMN19317408,40914118,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10971615,GSM5333359,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-06-07T00:00:00Z,2021-05-24T13:20:00Z,1,GSM5333359,Blood plasma,SRP310247,,,Healthy control
SRR14631801,miRNA-Seq,75,2150406525,PRJNA713778,SAMN19317407,830738832,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10971616,GSM5333360,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-06-07T00:00:00Z,2021-05-24T13:35:00Z,1,GSM5333360,Blood plasma,SRP310247,,,Healthy control
SRR14631802,miRNA-Seq,75,157291725,PRJNA713778,SAMN19317406,59976796,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10971617,GSM5333361,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-06-07T00:00:00Z,2021-05-24T13:21:00Z,1,GSM5333361,Blood plasma,SRP310247,,,Healthy control
SRR14631806,miRNA-Seq,75,524795850,PRJNA713778,SAMN19317423,200937556,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10971658,GSM5333365,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-06-07T00:00:00Z,2021-05-24T13:22:00Z,1,GSM5333365,Blood plasma,SRP310247,,,Healthy control
SRR14631812,miRNA-Seq,75,681668550,PRJNA713778,SAMN19317419,250595969,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10971664,GSM5333371,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-06-07T00:00:00Z,2021-05-24T13:24:00Z,1,GSM5333371,Blood plasma,SRP310247,,,Healthy control
SRR14631814,miRNA-Seq,75,1270946475,PRJNA713778,SAMN19317417,475669111,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10971666,GSM5333373,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-06-07T00:00:00Z,2021-05-24T13:26:00Z,1,GSM5333373,Blood plasma,SRP310247,,,Healthy control
SRR14631818,miRNA-Seq,75,764908425,PRJNA713778,SAMN19317432,284490450,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10971670,GSM5333377,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-06-07T00:00:00Z,2021-05-24T13:24:00Z,1,GSM5333377,Blood plasma,SRP310247,,,Healthy control
SRR13934201,miRNA-Seq,39,559123010,PRJNA713778,SAMN18261959,247983041,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313552,GSM5159516,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:19:00Z,1,GSM5159516,Blood plasma,SRP310247,ALS,enrolment,
SRR13934202,miRNA-Seq,75,1383583500,PRJNA713778,SAMN18261958,426754434,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313553,GSM5159517,Illumina NovaSeq 6000,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:23:00Z,1,GSM5159517,Blood plasma,SRP310247,ALS,enrolment,
SRR13934203,miRNA-Seq,75,404113800,PRJNA713778,SAMN18261955,133779223,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313695,GSM5159518,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:21:00Z,1,GSM5159518,Blood plasma,SRP310247,ALS,enrolment,
SRR13934204,miRNA-Seq,75,654321225,PRJNA713778,SAMN18261954,237128989,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313696,GSM5159519,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:22:00Z,1,GSM5159519,Blood plasma,SRP310247,ALS,enrolment,
SRR13934205,miRNA-Seq,45,327260672,PRJNA713778,SAMN18261956,143060627,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313697,GSM5159520,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:21:00Z,1,GSM5159520,Blood plasma,SRP310247,ALS,enrolment,
SRR13934206,miRNA-Seq,75,318406125,PRJNA713778,SAMN18262000,122295921,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313698,GSM5159521,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:24:00Z,1,GSM5159521,Blood plasma,SRP310247,ALS,enrolment,
SRR13934207,miRNA-Seq,75,679957800,PRJNA713778,SAMN18261999,267095563,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313699,GSM5159522,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:22:00Z,1,GSM5159522,Blood plasma,SRP310247,ALS,enrolment,
SRR13934208,miRNA-Seq,50,429515738,PRJNA713778,SAMN18261998,177082439,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313700,GSM5159523,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:22:00Z,1,GSM5159523,Blood plasma,SRP310247,ALS,enrolment,
SRR13934209,miRNA-Seq,75,1222414200,PRJNA713778,SAMN18261997,478641446,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313701,GSM5159524,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:28:00Z,1,GSM5159524,Blood plasma,SRP310247,ALS,enrolment,
SRR13934210,miRNA-Seq,75,1432830000,PRJNA713778,SAMN18261996,435492636,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313702,GSM5159525,Illumina NovaSeq 6000,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:26:00Z,1,GSM5159525,Blood plasma,SRP310247,ALS,enrolment,
SRR13934211,miRNA-Seq,50,523884405,PRJNA713778,SAMN18261995,220676179,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313703,GSM5159526,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:23:00Z,1,GSM5159526,Blood plasma,SRP310247,ALS,enrolment,
SRR13934212,miRNA-Seq,75,2093773200,PRJNA713778,SAMN18261994,823475482,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313704,GSM5159527,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:28:00Z,1,GSM5159527,Blood plasma,SRP310247,ALS,enrolment,
SRR13934213,miRNA-Seq,44,304025727,PRJNA713778,SAMN18261993,135160667,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313705,GSM5159528,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:22:00Z,1,GSM5159528,Blood plasma,SRP310247,ALS,enrolment,
SRR13934214,miRNA-Seq,51,274084341,PRJNA713778,SAMN18261992,116765087,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313706,GSM5159529,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:23:00Z,1,GSM5159529,Blood plasma,SRP310247,ALS,enrolment,
SRR13934215,miRNA-Seq,75,744046950,PRJNA713778,SAMN18261991,296209312,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313707,GSM5159530,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:26:00Z,1,GSM5159530,Blood plasma,SRP310247,ALS,enrolment,
SRR13934216,miRNA-Seq,75,1644146025,PRJNA713778,SAMN18261990,502920135,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313708,GSM5159531,Illumina NovaSeq 6000,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:27:00Z,1,GSM5159531,Blood plasma,SRP310247,ALS,enrolment,
SRR13934217,miRNA-Seq,75,1519938675,PRJNA713778,SAMN18261989,462381846,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313709,GSM5159532,Illumina NovaSeq 6000,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:29:00Z,1,GSM5159532,Blood plasma,SRP310247,ALS,enrolment,
SRR13934218,miRNA-Seq,75,659893050,PRJNA713778,SAMN18261988,262457699,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313710,GSM5159533,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:29:00Z,1,GSM5159533,Blood plasma,SRP310247,ALS,enrolment,
SRR13934219,miRNA-Seq,75,928220250,PRJNA713778,SAMN18261987,365831713,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10313711,GSM5159534,NextSeq 550,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-03-12T00:00:00Z,2021-03-11T12:30:00Z,1,GSM5159534,Blood plasma,SRP310247,ALS,enrolment,
